Virheen tekovuosi;Paikannimi;Yhteensä
2015;Lammasrinne p-alue;33
2015;Lammastie;71
2015;Lammastie kääntäpaikka;5
2015;Lampikuja;4
2015;Lampikuja kääntäpaikka;1
2015;Lastutie;30
2015;Latokuja;5
2015;Latukuja;116
2015;Lauhatie;15
2015;Laukkarinne;38
2015;Laukkarinne p-alue;8
2015;Laulurastaantie;14
2015;Laurankuja;5
2015;Laurankuja kääntäpaikka;1
2015;Lauranpolku;37
2015;Laurantie;37
2015;Laurantie p-alue;14
2015;Lauri Korpisen katu;2
2015;Lauri Korpisen katu kääntäpaik;1
2015;Lauri Lairalan aukio;2
2015;Laurintie;17
2015;Laurintie 12h p-alue;91
2015;Lautamiehentie;41
2015;Lautamiehentie 24h p-alue;126
2015;Lehdokkitie;70
2015;Lehdokkitie 2 p-alue;263
2015;Lehdokkitie 4 p-halli;17
2015;Lehmihaan aukio;5
2015;Lehmihaka;1
2015;Lehmipolku;3
2015;Lehmustie;4
2015;Lehmustontie;5
2015;Lehmänkello;3
2015;Lehtikallio;5
2015;Lehtikallio 4;4
2015;Lehtikallio 8;1
2015;Lehtikallio Vantaa;1
2015;Lehtikalliontie 4;1
2015;Lehtikalliontie 8;2
2015;Lehtikummunkuja 12h p-alue;2
2015;Lehtikummuntie ;1
2015;Lehtolantie;1
2015;Leinelän asema;1
2015;Leinelän asema 12h p-alue;3
2015;Leinelän puistotie;23
2015;Leinelänasema 12h p-alue;7
2015;Leinelänkaari;1
2015;Leineläntie-Leinelänkaari;1
2015;Leinikkitie;13
2015;Leinikkitie 9-11;19
2015;Leiritie;83
2015;Leiritie kääntäpaikka;5
2015;Lentoasema;113
2015;Lentoasema  T2;1
2015;Lentoasema P3b;2
2015;Lentoasema P51;40
2015;Lentoasema P8 Ja P10 Välinen;1
2015;Lentoasema T 2;2
2015;Lentoasema T 2 Keskitaso;1
2015;Lentoasema T1  Taksi Väylä;1
2015;Lentoasema T1 Edusta;65
2015;Lentoasema T1, 3 A-Vieressä;1
2015;Lentoasema T2;13
2015;Lentoasema T2  Laiturialue;1
2015;Lentoasema T2 +1;217
2015;Lentoasema T2 +2;10
2015;Lentoasema T2 -1;186
2015;Lentoasema T2 Alataso;49
2015;Lentoasema T2 Edusta;10
2015;Lentoasema T2 Keskitaso;1
2015;Lentoasema T2 Keskitaso Laitur;1
2015;Lentoasema T2 Lähtäaula 2;1
2015;Lentoasema T2 Lähtäaula 2 kohd;77
2015;Lentoasema T2 Lähtäaula 3 kohd;34
2015;Lentoasema T2 Lähtäaula 4;2
2015;Lentoasema T2 Lähtälaiturialue;1
2015;Lentoasema T2 Lähtätaso;1
2015;Lentoasema T2 Pohjataso;1
2015;Lentoasema T2 Terminaalin edus;168
2015;Lentoasema T2 Ylätaso;4
2015;Lentoasema T2, Keskitaso, Lait;1
2015;Lentoasema T2, Laiturialue;1
2015;Lentoasema T2, Taksiväylä;1
2015;Lentoasema T2, Taxiväylä;1
2015;Lentoasema, T2 Laiturialue;1
2015;Lentoasema, T2 Laiturialue(Pää;1
2015;Lentoasema, Taksiväylä;1
2015;Lentoasemamantie 1 P 30;1
2015;Lentoasemantie;46
2015;Lentoasemantie 1;9
2015;Lentoasemantie 1   T2;1
2015;Lentoasemantie 1  T2;1
2015;Lentoasemantie 1 Alataso;2
2015;Lentoasemantie 1 Linja-Autoas.;1
2015;Lentoasemantie 1 T2 Bussitermi;1
2015;Lentoasemantie 1 T2 Edusta;3
2015;Lentoasemantie 1 T2 Ylätaso;1
2015;Lentoasemantie 1, Alataso;1
2015;Lentoasemantie 1, T2 Edusta;1
2015;Lentoasemantie, Terminaali 2;1
2015;Lentäjänkuja;16
2015;Lentäjänkuja P32;55
2015;Lentäjänkuja p-alue;21
2015;Lentäjäntie;16
2015;Lentäjäntie 1 p-alue;166
2015;Lentäjäntie 3-5;1
2015;Lentäjäntie p-alue;9
2015;Leppäkorventie;1
2015;Liesikuja;8
2015;Liesipolku;1
2015;Lihtakuja;8
2015;Liikelentotie;8
2015;Liikelentotie p-alue;178
2015;Liinakkokuja;63
2015;Liljakuja;1
2015;Liljatie;36
2015;Linjatie;3
2015;Linnoittajanpolku;1
2015;Linnoituskuja;12
2015;Linnoituskuja kääntäpaikka;6
2015;Linnoituspolku;1
2015;Linnustajankuja;13
2015;Linnustajanpuisto;1
2015;Lintukallionkuja;21
2015;Lintukallionkuja 24h p-alue;59
2015;Lintukallionrinne;6
2015;Lintukalliontie;11
2015;Lippukuja;4
2015;Lipputie;2
2015;Loimitie;1
2015;Louhelan asema;3
2015;Louhelan asema 12h p-alue;1
2015;Louhelantie;10
2015;Louhijantie;13
2015;Louhijantie 24h p-alue;8
2015;Luhtimäki;3
2015;Luhtipolku;4
2015;Luhtitie;1
2015;Luhtitie urheilupuisto;2
2015;Lukkokuja;2
2015;Lumikero;13
2015;Lumikero kääntäpaikka;6
2015;Lumikvartsinkatu;6
2015;Lummekuja;27
2015;Lummepolku p-alue;2
2015;Lummetie;98
2015;Lummetie 1 p-halli;3
2015;Lummetie 4 /henk.kunnan p-alue;549
2015;Lummetie 4 p-alue;70
2015;Lummetie 4, kirjaston p-alue;35
2015;Lummetie 5 / Aikuisopisto;35
2015;Luolapolku;92
2015;Luolapolku kääntäpaikka;2
2015;Lupiinikuja;1
2015;Lustetie;3
2015;Lustikullantie;3
2015;Lähdekallionrinne;5
2015;Lähettiläänkuja;1
2015;Lähettilääntie;43
2015;Lähettilääntie Illenpuiston pk;23
2015;Länsimäentie;2
2015;Länsimäentie 24h p-alue;28
2015;Läntinen Valkoisenlähteentie;2
2015;Läydäspolku;14
2015;Läydästie;18
2015;Läydästie kääntäpaikka;3
2015;Läydästie p-alue;13
2015;Maakotkanpolku;2
2015;Maakotkantie;86
2015;Maalinauhantie;12
2015;Maalinauhantie Ostari Palue;1
2015;Maalinauhantie p-alue;3
2015;Maamiehentie;5
2015;Maanviljelijänkuja;11
2015;Maarinkunnaantie;39
2015;Maarinkunnaantie kääntäpaikka;3
2015;Maarinkunnaantie p-alue;31
2015;Maarukankuja;34
2015;Maarukankuja kääntäpaikka;3
2015;Maarukanrinne;13
2015;Maarukanrinne kääntäpaikka;1
2015;Maauuninkuja;17
2015;Maauuninkuja kääntäpaikka;6
2015;Maauuninpolku;7
2015;Maauuninpolku kääntäpaikka;1
2015;Maauuninpolku p-alue;21
2015;Maauunintie;257
2015;Maauunintie kääntäpaikka;3
2015;Mahlapolku;3
2015;Maisematie;1
2015;Maissikuja;3
2015;Maitikkakuja;14
2015;Maitikkakuja kääntäpaikka;4
2015;Maitikkakuja p-alue;4
2015;Maitorpankulma;4
2015;Maitorpantie;2
2015;Majavakuja;2
2015;Majavatie;2
2015;Majavatie p-alue;2
2015;Malminiitynpolku;13
2015;Malminiitynpuisto;1
2015;Malminiityntie;252
2015;Malminiityntie p-alue;1
2015;Malmipolku;1
2015;Malmirajantie;5
2015;Malmitie;1
2015;Malvatie;1
2015;Mamsellintie;2
2015;Mantelikuja;28
2015;Mantelikuja kääntäpaikka;3
2015;Maratonkuja;33
2015;Maratonkuja kääntäpaikka;4
2015;Maratontie;1
2015;Markkatie;4
2015;Marsinkuja;28
2015;Marsinkuja kääntäpaikka;2
2015;Marsinrinne;7
2015;Marsupolku;1
2015;Martinkyläntie;15
2015;Martinlaakson asema;1
2015;Martinlaakson uk p-alue;5
2015;Martinlaaksonkuja;1
2015;Martinlaaksonkuja 24h p-alue;3
2015;Martinlaaksonkuja p-alue;3
2015;Martinlaaksonpolku;1
2015;Martinlaaksontie;10
2015;Martinlaaksontie 1, Hesburger;12
2015;Mattaksenkuja;5
2015;Mc Donald's Louhijantie 1;11
2015;Mc Donald's Tuupakka;2
2015;Merikotkankuja;6
2015;Merikotkankuja p-alue;51
2015;Merikotkantie;203
2015;Merikotkantie p-alue;48
2015;Meripihkapolku;12
2015;Merkkipuuntie;2
2015;Merkkipuuntie kääntäpaikka;2
2015;Mesikukantie;3
2015;Mestarintie;5
2015;Metsikkätie;5
2015;Metsolantie;27
2015;Metsomäentie;1
2015;Metsotie;5
2015;Metsäkeijunkuja;12
2015;Metsänhoitajankuja;12
2015;Metsäniityntie;1
2015;Metsätähdentie;13
2015;Mikaelintie;30
2015;Minkkitie;16
2015;Minttutie;1
2015;Mistelikuja;3
2015;Mistelitie;1
2015;Mittatie;1
2015;Mittatie 24h p-alue;22
2015;Mittatie p-alue;4
2015;Mottipolku;1
2015;Muinaispuisto;6
2015;Murattitie;7
2015;Muskettikuja;1
2015;Muuntotie;14
2015;Muurikuja;4
2015;Myllykivenkuja;16
2015;Myrttitie;5
2015;Myyrinpuhos p-alue;913
2015;Myyrmäen terveysasema;1
2015;Myyrmäen urheilupuisto;1
2015;Myyrmäen urheilupuisto p-alue;1
2015;Myyrmäentie;68
2015;Myyrmäentie 2 p-alue;86
2015;Myyräkuja;3
2015;Myyrätie;9
2015;Mäkituvantie;4
2015;Männynkävyntie;3
2015;Mäyräkuja 12h p-alue;97
2015;Naalipuistontie;2
2015;Naalitie;1
2015;Naapurinkuja;14
2015;Naapurinkuja 24h p-alue;6
2015;Naavatie;1
2015;Nahkiaisentie;1
2015;Narsissitie;3
2015;Nauharinne;1
2015;Nauriskuja;2
2015;Neilikkakuja;1
2015;Neilikkapolku;17
2015;Neilikkatie;698
2015;Neilikkatie 13 vieraspaikat;24
2015;Neilikkatie 3 / Pajatalo;26
2015;Neste Rajatorppa;1
2015;Niittytie;2
2015;Niittäjäntie;4
2015;Niittäjäntie kääntäpaikka;1
2015;Nissaksentie;10
2015;Norkkokuja;6
2015;Normannikuja;2
2015;Normannikuja kääntäpaikka;7
2015;Norokuja;6
2015;Norokuja kääntäpaikka;1
2015;Norotie;29
2015;Norotie kääntäpaikka;5
2015;Norotie p-alue;8
2015;Nuijakuja;24
2015;Nuijakuja 24h p-alue;3
2015;Nuijatie;100
2015;Nuolitie;2
2015;Nyyrikintie;14
2015;Nyyrikintie 24h p-alue;10
2015;Näsiätie;1
2015;Näätäkuja;20
2015;Näätäpuiston päiväkoti;1
2015;Näätäpuston päiväkoti;3
2015;Ohdaketie;3
2015;Ohrakuja;57
2015;Ohrakuja Kääntäpaikka;2
2015;Ohratie;199
2015;Ojahaanrinne;3
2015;Ojahaanrinne kääntäpaikka;2
2015;Ojahaantie;9
2015;Ojahaantie kääntäpaikka;1
2015;Ojahaantie p-alue;2
2015;Oksanmäki;1
2015;Olkikuja;4
2015;Ollaksenkuja;10
2015;Ollaksenkuja kääntäpaikka;5
2015;Ollaksentie;2
2015;Oolanninpolku;1
2015;Oolannintie 3;5
2015;Oolannintie 3 point;13
2015;Oolannintie p-alue;2
2015;Orapihlajanpolku;9
2015;Orapihlajanpolku kääntäpaikka;3
2015;Orapihlajanpolku päiväk.p-alue;5
2015;Oraskuja;5
2015;Oraskuja 24h p-alue;14
2015;Oraskuja kääntäpaikka;1
2015;Oravakuja;7
2015;Oritie;34
2015;Oritie kääntäpaikka;4
2015;Orminkuja;7
2015;Orsipolku;1
2015;Orvokkikuja;178
2015;Orvokkirinne;22
2015;Orvokkitie;505
2015;Osmankäämintie;11
2015;Osumakuja;1
2015;Osuustie;7
2015;Otavantie;4
2015;Paalukylänpolku;17
2015;Paalukylänpolku p-alue;1
2015;Paalupolku;3
2015;Paalutori p-alue;145
2015;Paatsamakuja kääntäpaikka;5
2015;Paatsamakuja p-alue;12
2015;Paimenenkatu;18
2015;Paimenentie;6
2015;Paimenentie 12h p-alue;15
2015;Pajupilli;1
2015;Pajupilli p-alue;2
2015;Pakkalan Puistotie;1
2015;Pakkalanrinne;233
2015;Pakkalantie;1
2015;Pallaskero;13
2015;Pallaskero kääntäpaikka;14
2015;Pallastunturinkuja;8
2015;Pallastunturinkuja 24h p-alue;26
2015;Pallastunturinkuja p-alue;5
2015;Pallastunturintie;38
2015;Pallastunturintie 24h p-alue;37
2015;Pallastunturintie p-alue;5
2015;Pallokuja;2
2015;Pallotie;8
2015;Palokuja;1
2015;Palttinatie;2
2015;Parkkitie;2
2015;Pehtoorintie;62
2015;Pehtoorintie 3 päiväkoti p-alue;1
2015;Peijaksen sairaala;37
2015;Peijaksen sairaala ensiapupoli;33
2015;Peijaksen sairaala p-alue;858
2015;Peijaksentie;19
2015;Peijas Rekola h.kunnan p-alue;2
2015;Peijas-Rekola p-alue;15
2015;Pelimannintie;1
2015;Pellavapolku;3
2015;Peltokulma;1
2015;Peltolantie;134
2015;Peltolantie 1;1
2015;Peltolantie 1 p-halli;22
2015;Peltolantie 2;1
2015;Peltolantie p-alue;10
2015;Peltolantie X Unikkotie;1
2015;Peltolantori p-alue;141
2015;Peltoniemenkuja;3
2015;Peltoniemenkuja 1;1
2015;Perhotie p-alue;14
2015;Perintätie;1
2015;Perkiäntie;4
2015;Perkiäntie 24h p-alue;3
2015;Pesäpuunkuja;9
2015;Petikontie;2
2015;Piccolon päiväkodin p-alue;2
2015;Pietaryrtintie;1
2015;Pihkalantie;3
2015;Piikkikuja;11
2015;Piikkikuja 24h p-alue;1
2015;Piikkirinne;13
